1:11:14 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.25,4.76,742.1,3.95,2.01,135.4,149.5,97,0.07,150.8,0.834,0.848,1.184,101.9,9.24,103.5,38.08224,-91.44721,275.6,190.7,8.38,-113.6,12,0,20.089
1:11:13 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.38,4.77,742.1,4.03,2.01,135.5,149.5,97,0.07,150.8,0.834,0.825,1.184,101.9,9.25,103.5,38.08225,-91.44721,275.9,190.7,8.38,-113.5,12,0,20.091
1:11:12 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.3,4.87,742,3.61,2.04,135.5,149.5,97,0.07,150.8,0.831,0.822,1.18,101.9,9.24,103.5,38.08225,-91.44721,276.1,190.6,8.38,-113.5,12,0,20.092
1:11:11 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.24,4.82,742,3.52,2.07,135.5,149.5,97,0.07,150.8,0.84,0.843,1.193,101.9,9.24,103.5,38.08225,-91.44721,276.3,190.6,8.38,-113.5,12,0,20.092
1:11:10 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.21,4.94,742.1,3.32,2.1,135.5,149.5,97,0.07,150.8,0.837,0.847,1.188,102,9.25,103.5,38.08225,-91.44721,276.4,190.5,8.38,-113.4,12,0,20.093
1:11:09 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.19,5.19,742.1,3.54,2.18,135.5,149.6,97,0.07,150.9,0.836,0.83,1.187,101.9,9.25,103.5,38.08225,-91.44721,276.2,190.5,8.38,-113.4,12,0,20.095
1:11:08 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.18,5.11,742,3.89,2.24,135.5,149.5,97,0.07,150.8,0.834,0.831,1.184,102,9.25,103.6,38.08225,-91.44721,276.1,190.4,8.38,-113.4,12,0,20.097
1:11:07 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.04,5.05,742.1,3.69,2.23,135.7,149.7,97,0.07,151,0.837,0.846,1.189,101.9,9.25,103.5,38.08225,-91.44721,276.1,190.4,8.38,-113.3,12,0,20.099
1:11:06 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.92,5.17,742,3.2,2.27,135.8,149.8,97,0.07,151.1,0.839,0.851,1.191,101.9,9.24,103.5,38.08225,-91.4472,276.4,190.4,8.38,-113.3,12,0,20.099
1:11:05 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.87,5.08,742.1,2.8,2.4,135.9,149.9,97,0.07,151.2,0.836,0.832,1.187,101.8,9.23,103.4,38.08225,-91.4472,276.1,190.4,8.38,-113.3,12,0,20.099
1:11:04 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.94,5.03,742.1,2.84,2.47,135.9,149.9,97,0.07,151.3,0.832,0.83,1.181,101.7,9.22,103.3,38.08225,-91.44721,276.6,190.3,8.38,-113.3,12,0,20.099
1:11:03 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.03,5.15,742,3.27,2.49,135.9,150,97,0.07,151.3,0.84,0.85,1.192,101.6,9.22,103.2,38.08225,-91.4472,276.4,190.3,8.38,-113.2,12,0,20.099
1:11:02 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.07,5.19,742.2,3.36,2.57,136,150,98,0.07,151.3,0.838,0.849,1.19,101.5,9.21,103.1,38.08226,-91.4472,276.4,190.3,8.38,-113.2,12,0,20.098
1:11:01 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.09,5.35,742,3.29,2.65,135.9,150,97,0.07,151.3,0.834,0.831,1.183,101.3,9.19,102.9,38.08226,-91.4472,276.4,190.3,8.38,-113.1,12,0,20.098
1:11:00 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.13,5.6,742,3.23,2.69,135.9,149.9,97,0.07,151.2,0.833,0.83,1.183,101.2,9.18,102.7,38.08226,-91.4472,276.3,190.3,8.37,-113.1,12,0,20.097
1:10:59 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.15,5.92,742,3.33,2.81,136.1,150.2,98,0.07,151.5,0.833,0.841,1.182,101.1,9.17,102.7,38.08226,-91.4472,276.4,190.3,8.37,-113,12,0,20.096
1:10:58 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.17,6.44,742,3.52,2.94,136.2,150.3,98,0.07,151.6,0.832,0.842,1.181,101.1,9.18,102.7,38.08226,-91.4472,276.4,190.3,8.37,-113,12,0,20.095
1:10:57 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.16,7.18,742,3.51,3.02,136.2,150.3,98,0.07,151.6,0.829,0.828,1.177,101.2,9.18,102.8,38.08226,-91.4472,276.5,190.2,8.37,-112.9,12,0,20.093
1:10:56 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.3,7.09,742.1,4.06,3.06,136.1,150.2,98,0.07,151.5,0.826,0.835,1.173,101.2,9.19,102.8,38.08226,-91.4472,276.4,190.2,8.37,-112.9,12,0,20.093
1:10:55 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.33,6,742.1,4.12,3.05,135.8,149.9,97,0.07,151.2,0.823,0.829,1.168,101.2,9.18,102.8,38.08226,-91.4472,276.4,190.1,8.37,-113,12,0,20.092
1:10:54 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3.09,7.11,742.1,3.67,3.04,135.3,149.3,97,0.07,150.6,0.824,0.819,1.169,101.2,9.18,102.8,38.08226,-91.4472,276.4,190.1,8.38,-113.1,12,0,20.092
1:10:53 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,3,11.89,742,3.72,3.63,133.8,147.6,96,0.07,148.9,0.818,0.819,1.161,101.3,9.19,102.9,38.08226,-91.4472,276.3,190.1,8.37,-113.1,12,0,20.1
1:10:52 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.89,15.26,742.2,3.16,4.86,133.3,147.1,96,0.07,148.3,0.808,0.813,1.147,101.3,9.19,102.9,38.08226,-91.4472,276.4,190.1,8.37,-113,12,0,20.108
1:10:51 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.93,14.67,742.2,3.19,4.63,133.4,147.1,96,0.07,148.4,0.78,0.786,1.107,101.3,9.19,102.9,38.08227,-91.4472,276.4,190.1,8.37,-113,12,0,20.113
1:10:50 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.98,12.42,742,3.43,3.72,133.4,147.1,96,0.07,148.4,0.772,0.777,1.095,101.4,9.19,103,38.08227,-91.4472,276.5,190.1,8.37,-112.9,12,0,20.118
1:10:49 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.87,14.81,742.1,2.96,4.16,133.4,147.1,96,0.07,148.4,0.751,0.775,1.066,101.5,9.2,103,38.08227,-91.4472,276.6,190.1,8.37,-112.8,12,0,20.126
1:10:48 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.75,10.23,742.1,2.42,3.24,133.5,147.2,96,0.07,148.4,0.712,0.728,1.011,101.6,9.21,103.2,38.08227,-91.4472,276.6,190.1,8.37,-112.7,12,0,20.134
1:10:47 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.75,4.13,742.1,2.52,1.85,133.6,147.3,96,0.07,148.5,0.69,0.685,0.979,101.6,9.21,103.2,38.08228,-91.4472,276.7,190.1,8.37,-112.6,12,0,20.136
1:10:46 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.76,3.91,742.1,2.58,1.73,133.5,147.1,96,0.07,148.4,0.684,0.699,0.971,101.7,9.22,103.3,38.08228,-91.4472,276.6,190.1,8.36,-112.4,12,0,20.137
1:10:45 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.81,3.34,742.1,2.42,1.53,133.4,147,96,0.07,148.3,0.635,0.671,0.901,101.8,9.22,103.4,38.08228,-91.4472,276.8,190.1,8.36,-112.3,12,0,20.144
1:10:44 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.88,3.25,742,2.33,1.51,133.4,147,96,0.07,148.3,0.614,0.602,0.872,101.8,9.23,103.4,38.08228,-91.4472,276.9,189.9,8.36,-112.4,12,0,20.16
1:10:43 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.87,3.24,742.1,2.27,1.47,133.4,146.9,95,0.07,148.2,0.638,0.621,0.905,101.9,9.23,103.5,38.08229,-91.4472,276.7,189.9,8.36,-112.3,12,0,20.167
1:10:42 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.84,3.05,742,2.35,1.41,133.3,146.9,95,0.07,148.1,0.654,0.654,0.929,101.9,9.24,103.5,38.08229,-91.4472,277.3,189.9,8.36,-112.1,12,0,20.165
1:10:41 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.8,3.15,742,2.31,1.42,133.3,146.9,95,0.07,148.2,0.661,0.663,0.938,102,9.24,103.5,38.08229,-91.4472,277.4,190,8.36,-112,12,0,20.16
1:10:40 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.79,3.38,742,2.27,1.44,133.4,147,96,0.07,148.2,0.584,0.636,0.829,101.9,9.24,103.5,38.08229,-91.44721,277,190,8.35,-111.7,12,0,20.152
1:10:39 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.76,3.35,742,2.32,1.48,133.4,147,96,0.07,148.3,0.513,0.521,0.729,102,9.24,103.6,38.08229,-91.44721,277,190.1,8.35,-111.6,12,0,20.146
1:10:38 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.68,3.68,742.1,2.36,1.6,133.2,147,96,0.07,148.3,0.538,0.531,0.764,101.8,9.24,103.4,38.08229,-91.44721,276.9,189.9,8.35,-111.7,12,0,20.1
1:10:37 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.74,4.07,742,2.66,1.62,133,147.1,96,0.07,148.4,0.676,0.65,0.96,101.7,9.25,103.3,38.08229,-91.44721,276.7,189.9,8.35,-111.6,12,0,19.988
1:10:36 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.77,4,742,2.53,1.53,133,147.1,96,0.07,148.4,0.676,0.678,0.96,101.7,9.25,103.3,38.08229,-91.44721,276.4,189.9,8.35,-111.4,12,0,19.983
1:10:35 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.82,3.78,742.1,2.46,1.56,133.1,147.2,96,0.07,148.5,0.597,0.619,0.848,101.7,9.24,103.3,38.08229,-91.44721,276.6,189.9,8.35,-111.3,12,0,19.992
1:10:34 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.91,3.42,742.1,2.42,1.42,133.3,147.3,96,0.07,148.6,0.485,0.534,0.689,101.6,9.23,103.2,38.08229,-91.44721,276.7,189.7,8.35,-111.4,12,0,20.023
1:10:33 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.88,2.98,742.1,2.27,1.2,133.3,147.1,96,0.07,148.4,0.392,0.433,0.557,101.7,9.23,103.3,38.08228,-91.44721,276.6,189.3,8.35,-111.6,12,0,20.068
1:10:32 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.88,2.62,742.1,2.16,1.22,133.4,147.2,96,0.07,148.5,0.312,0.346,0.443,101.7,9.23,103.3,38.08228,-91.44721,276.6,189,8.35,-111.7,12,0,20.089
1:10:31 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.81,2.72,742.1,2.17,1.25,133.4,147.2,96,0.07,148.4,0.258,0.269,0.366,101.7,9.23,103.3,38.08228,-91.4472,276.6,188.9,8.35,-111.7,12,0,20.09
1:10:30 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.77,2.77,742.1,2.26,1.23,133.4,147.1,96,0.07,148.4,0.241,0.246,0.342,101.7,9.22,103.3,38.08228,-91.4472,276.7,188.9,8.35,-111.6,12,0,20.111
1:10:29 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.8,2.47,742,2.14,1.21,133.5,147.1,96,0.07,148.4,0.262,0.258,0.372,101.8,9.23,103.4,38.08228,-91.44721,277.4,188.8,8.35,-111.5,12,0,20.138
1:10:28 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.73,2.28,742,1.97,1.04,133.5,147.1,96,0.07,148.3,0.271,0.279,0.385,101.8,9.23,103.4,38.08228,-91.4472,277.3,188.7,8.35,-111.3,12,0,20.155
1:10:27 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.68,2.28,742.1,1.96,1.03,133.5,147.1,96,0.07,148.3,0.219,0.241,0.311,101.9,9.23,103.5,38.08228,-91.4472,276.6,188.7,8.34,-111.3,12,0,20.166
1:10:26 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.75,2.3,742,2.02,1.16,133.5,147.1,96,0.07,148.3,0.244,0.208,0.347,102,9.24,103.6,38.08228,-91.4472,276.7,188.7,8.34,-111.1,12,0,20.171
1:10:25 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.83,2.05,742.1,2.03,1.13,133.5,147.1,96,0.07,148.4,0.286,0.279,0.405,102,9.24,103.6,38.08228,-91.44721,277.2,188.7,8.34,-111,12,0,20.162
1:10:24 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.87,1.81,742.1,1.94,1.06,133.5,147,96,0.07,148.3,0.266,0.299,0.377,101.8,9.22,103.4,38.08228,-91.4472,277.2,188.7,8.34,-110.8,12,0,20.172
1:10:23 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.84,1.92,742.1,1.9,1.16,133.7,147.1,96,0.07,148.3,0.146,0.21,0.208,101.8,9.21,103.4,38.08228,-91.4472,277.3,188.6,8.33,-110.7,12,0,20.222
1:10:22 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.81,2.41,742.3,1.88,1.24,133.7,147.1,96,0.07,148.4,0.09,0.102,0.127,101.9,9.22,103.5,38.08228,-91.4472,277.4,188.6,8.33,-110.5,12,0,20.241
1:10:21 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.72,2.21,742,1.86,1.1,133.8,147.1,96,0.07,148.3,0.047,0.048,0.066,101.9,9.21,103.5,38.08227,-91.4472,277.6,188.7,8.33,-110.3,12,0,20.264
1:10:20 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.58,1.91,742,1.84,1,133.8,147.1,96,0.07,148.3,0.053,0.056,0.075,102,9.22,103.6,38.08227,-91.4472,277.7,188.6,8.32,-110,12,0,20.277
1:10:19 PM,10/10/2025,251010-131019-111c80182.bin,111c80182,0,2.72,2.33,742.1,1.82,1.09,133.8,147,96,0.07,148.3,0.045,0.062,0.063,101.9,9.21,103.5,38.08227,-91.4472,278,188.6,8.32,-109.9,12,0,20.276
